2025-11-20 07:55:42 | INFO     | root                 | setup_logging   | Logging system initialized successfully
2025-11-20 07:55:44 | INFO     | root                 | setup_logging   | Logging system initialized successfully
2025-11-20 07:55:44 | INFO     | root                 | setup_logging   | Log files location: /root/Bot/backend/logs
2025-11-20 07:55:44 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT DATABASE()
2025-11-20 07:55:44 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:55:44 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT @@sql_mode
2025-11-20 07:55:44 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:55:44 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT @@lower_case_table_names
2025-11-20 07:55:44 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:55:44 | INFO     | sqlalchemy.engine.Engine | _connection_begin_impl | BEGIN (implicit)
2025-11-20 07:55:44 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`users`
2025-11-20 07:55:44 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:55:44 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`chat_conversations`
2025-11-20 07:55:44 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:55:44 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`chat_messages`
2025-11-20 07:55:44 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:55:44 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`query_resolutions`
2025-11-20 07:55:44 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:55:44 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`resolution_feedback`
2025-11-20 07:55:44 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:55:44 | INFO     | sqlalchemy.engine.Engine | _connection_commit_impl | COMMIT
2025-11-20 07:55:44 | INFO     | app.main             | <module>        | Database tables created successfully
2025-11-20 07:55:44 | INFO     | app.main             | <module>        | HSBC AutoAssist API initialized
2025-11-20 07:55:44 | INFO     | app.main             | startup_event   | HSBC AutoAssist API starting up...
2025-11-20 07:55:44 | INFO     | app.main             | startup_event   | CORS origins configured: []
2025-11-20 07:55:44 | INFO     | app.main             | startup_event   | API is ready to serve requests
2025-11-20 07:56:14 | INFO     | root                 | setup_logging   | Logging system initialized successfully
2025-11-20 07:56:14 | INFO     | root                 | setup_logging   | Log files location: /root/Bot/backend/logs
2025-11-20 07:56:14 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT DATABASE()
2025-11-20 07:56:14 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:56:14 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT @@sql_mode
2025-11-20 07:56:14 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:56:14 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT @@lower_case_table_names
2025-11-20 07:56:14 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:56:14 | INFO     | sqlalchemy.engine.Engine | _connection_begin_impl | BEGIN (implicit)
2025-11-20 07:56:14 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`users`
2025-11-20 07:56:14 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:56:14 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`chat_conversations`
2025-11-20 07:56:14 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:56:14 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`chat_messages`
2025-11-20 07:56:14 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:56:14 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`query_resolutions`
2025-11-20 07:56:14 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:56:14 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`resolution_feedback`
2025-11-20 07:56:14 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:56:14 | INFO     | sqlalchemy.engine.Engine | _connection_commit_impl | COMMIT
2025-11-20 07:56:14 | INFO     | app.main             | <module>        | Database tables created successfully
2025-11-20 07:56:14 | INFO     | app.main             | <module>        | HSBC AutoAssist API initialized
2025-11-20 07:56:14 | INFO     | app.main             | startup_event   | HSBC AutoAssist API starting up...
2025-11-20 07:56:14 | INFO     | app.main             | startup_event   | CORS origins configured: []
2025-11-20 07:56:14 | INFO     | app.main             | startup_event   | API is ready to serve requests
2025-11-20 07:56:17 | INFO     | root                 | setup_logging   | Logging system initialized successfully
2025-11-20 07:56:17 | INFO     | root                 | setup_logging   | Log files location: /root/Bot/backend/logs
2025-11-20 07:56:17 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT DATABASE()
2025-11-20 07:56:17 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:56:17 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT @@sql_mode
2025-11-20 07:56:17 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:56:17 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT @@lower_case_table_names
2025-11-20 07:56:17 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:56:17 | INFO     | sqlalchemy.engine.Engine | _connection_begin_impl | BEGIN (implicit)
2025-11-20 07:56:17 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`users`
2025-11-20 07:56:17 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:56:17 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`chat_conversations`
2025-11-20 07:56:17 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:56:17 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`chat_messages`
2025-11-20 07:56:17 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:56:17 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`query_resolutions`
2025-11-20 07:56:17 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:56:17 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`resolution_feedback`
2025-11-20 07:56:17 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:56:17 | INFO     | sqlalchemy.engine.Engine | _connection_commit_impl | COMMIT
2025-11-20 07:56:17 | INFO     | app.main             | <module>        | Database tables created successfully
2025-11-20 07:56:17 | INFO     | app.main             | <module>        | HSBC AutoAssist API initialized
2025-11-20 07:56:17 | INFO     | app.main             | startup_event   | HSBC AutoAssist API starting up...
2025-11-20 07:56:17 | INFO     | app.main             | startup_event   | CORS origins configured: []
2025-11-20 07:56:17 | INFO     | app.main             | startup_event   | API is ready to serve requests
2025-11-20 07:56:59 | INFO     | root                 | setup_logging   | Logging system initialized successfully
2025-11-20 07:56:59 | INFO     | root                 | setup_logging   | Log files location: /root/Bot/backend/logs
2025-11-20 07:56:59 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT DATABASE()
2025-11-20 07:56:59 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:56:59 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT @@sql_mode
2025-11-20 07:56:59 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:56:59 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT @@lower_case_table_names
2025-11-20 07:56:59 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:56:59 | INFO     | sqlalchemy.engine.Engine | _connection_begin_impl | BEGIN (implicit)
2025-11-20 07:56:59 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`users`
2025-11-20 07:56:59 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:56:59 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`chat_conversations`
2025-11-20 07:56:59 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:56:59 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`chat_messages`
2025-11-20 07:56:59 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:56:59 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`query_resolutions`
2025-11-20 07:56:59 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:56:59 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`resolution_feedback`
2025-11-20 07:56:59 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:56:59 | INFO     | sqlalchemy.engine.Engine | _connection_commit_impl | COMMIT
2025-11-20 07:56:59 | INFO     | app.main             | <module>        | Database tables created successfully
2025-11-20 07:56:59 | INFO     | app.main             | <module>        | HSBC AutoAssist API initialized
2025-11-20 07:56:59 | INFO     | app.main             | startup_event   | HSBC AutoAssist API starting up...
2025-11-20 07:56:59 | INFO     | app.main             | startup_event   | CORS origins configured: []
2025-11-20 07:56:59 | INFO     | app.main             | startup_event   | API is ready to serve requests
2025-11-20 07:57:01 | INFO     | root                 | setup_logging   | Logging system initialized successfully
2025-11-20 07:57:01 | INFO     | root                 | setup_logging   | Log files location: /root/Bot/backend/logs
2025-11-20 07:57:01 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT DATABASE()
2025-11-20 07:57:01 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:57:01 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT @@sql_mode
2025-11-20 07:57:01 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:57:01 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT @@lower_case_table_names
2025-11-20 07:57:01 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:57:01 | INFO     | sqlalchemy.engine.Engine | _connection_begin_impl | BEGIN (implicit)
2025-11-20 07:57:01 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`users`
2025-11-20 07:57:01 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:57:01 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`chat_conversations`
2025-11-20 07:57:01 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:57:01 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`chat_messages`
2025-11-20 07:57:01 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:57:01 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`query_resolutions`
2025-11-20 07:57:01 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:57:01 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`resolution_feedback`
2025-11-20 07:57:01 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:57:01 | INFO     | sqlalchemy.engine.Engine | _connection_commit_impl | COMMIT
2025-11-20 07:57:01 | INFO     | app.main             | <module>        | Database tables created successfully
2025-11-20 07:57:01 | INFO     | app.main             | <module>        | HSBC AutoAssist API initialized
2025-11-20 07:57:01 | INFO     | app.main             | startup_event   | HSBC AutoAssist API starting up...
2025-11-20 07:57:01 | INFO     | app.main             | startup_event   | CORS origins configured: []
2025-11-20 07:57:01 | INFO     | app.main             | startup_event   | API is ready to serve requests
2025-11-20 07:58:23 | INFO     | root                 | setup_logging   | Logging system initialized successfully
2025-11-20 07:58:23 | INFO     | root                 | setup_logging   | Log files location: /root/Bot/backend/logs
2025-11-20 07:58:23 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT DATABASE()
2025-11-20 07:58:23 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:23 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT @@sql_mode
2025-11-20 07:58:23 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:23 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT @@lower_case_table_names
2025-11-20 07:58:23 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:23 | INFO     | sqlalchemy.engine.Engine | _connection_begin_impl | BEGIN (implicit)
2025-11-20 07:58:23 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`users`
2025-11-20 07:58:23 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:23 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`chat_conversations`
2025-11-20 07:58:23 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:23 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`chat_messages`
2025-11-20 07:58:23 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:23 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`query_resolutions`
2025-11-20 07:58:23 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:23 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`resolution_feedback`
2025-11-20 07:58:23 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:23 | INFO     | sqlalchemy.engine.Engine | _connection_commit_impl | COMMIT
2025-11-20 07:58:23 | INFO     | app.main             | <module>        | Database tables created successfully
2025-11-20 07:58:23 | INFO     | app.main             | <module>        | HSBC AutoAssist API initialized
2025-11-20 07:58:23 | INFO     | app.main             | startup_event   | HSBC AutoAssist API starting up...
2025-11-20 07:58:23 | INFO     | app.main             | startup_event   | CORS origins configured: []
2025-11-20 07:58:23 | INFO     | app.main             | startup_event   | API is ready to serve requests
2025-11-20 07:58:25 | INFO     | root                 | setup_logging   | Logging system initialized successfully
2025-11-20 07:58:25 | INFO     | root                 | setup_logging   | Log files location: /root/Bot/backend/logs
2025-11-20 07:58:25 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT DATABASE()
2025-11-20 07:58:25 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:25 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT @@sql_mode
2025-11-20 07:58:25 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:25 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT @@lower_case_table_names
2025-11-20 07:58:25 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:25 | INFO     | sqlalchemy.engine.Engine | _connection_begin_impl | BEGIN (implicit)
2025-11-20 07:58:25 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`users`
2025-11-20 07:58:25 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:25 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`chat_conversations`
2025-11-20 07:58:25 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:25 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`chat_messages`
2025-11-20 07:58:25 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:25 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`query_resolutions`
2025-11-20 07:58:25 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:25 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`resolution_feedback`
2025-11-20 07:58:25 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:25 | INFO     | sqlalchemy.engine.Engine | _connection_commit_impl | COMMIT
2025-11-20 07:58:25 | INFO     | app.main             | <module>        | Database tables created successfully
2025-11-20 07:58:25 | INFO     | app.main             | <module>        | HSBC AutoAssist API initialized
2025-11-20 07:58:25 | INFO     | app.main             | startup_event   | HSBC AutoAssist API starting up...
2025-11-20 07:58:25 | INFO     | app.main             | startup_event   | CORS origins configured: []
2025-11-20 07:58:25 | INFO     | app.main             | startup_event   | API is ready to serve requests
2025-11-20 07:58:34 | INFO     | root                 | setup_logging   | Logging system initialized successfully
2025-11-20 07:58:34 | INFO     | root                 | setup_logging   | Log files location: /root/Bot/backend/logs
2025-11-20 07:58:34 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT DATABASE()
2025-11-20 07:58:34 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:34 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT @@sql_mode
2025-11-20 07:58:34 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:34 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT @@lower_case_table_names
2025-11-20 07:58:34 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:34 | INFO     | sqlalchemy.engine.Engine | _connection_begin_impl | BEGIN (implicit)
2025-11-20 07:58:34 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`users`
2025-11-20 07:58:34 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:34 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`chat_conversations`
2025-11-20 07:58:34 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:34 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`chat_messages`
2025-11-20 07:58:34 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:34 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`query_resolutions`
2025-11-20 07:58:34 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:34 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`resolution_feedback`
2025-11-20 07:58:34 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:34 | INFO     | sqlalchemy.engine.Engine | _connection_commit_impl | COMMIT
2025-11-20 07:58:34 | INFO     | app.main             | <module>        | Database tables created successfully
2025-11-20 07:58:34 | INFO     | app.main             | <module>        | HSBC AutoAssist API initialized
2025-11-20 07:58:34 | INFO     | app.main             | startup_event   | HSBC AutoAssist API starting up...
2025-11-20 07:58:34 | INFO     | app.main             | startup_event   | CORS origins configured: []
2025-11-20 07:58:34 | INFO     | app.main             | startup_event   | API is ready to serve requests
2025-11-20 07:58:36 | INFO     | root                 | setup_logging   | Logging system initialized successfully
2025-11-20 07:58:36 | INFO     | root                 | setup_logging   | Log files location: /root/Bot/backend/logs
2025-11-20 07:58:36 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT DATABASE()
2025-11-20 07:58:36 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:36 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT @@sql_mode
2025-11-20 07:58:36 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:36 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT @@lower_case_table_names
2025-11-20 07:58:36 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:36 | INFO     | sqlalchemy.engine.Engine | _connection_begin_impl | BEGIN (implicit)
2025-11-20 07:58:36 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`users`
2025-11-20 07:58:36 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:36 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`chat_conversations`
2025-11-20 07:58:36 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:36 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`chat_messages`
2025-11-20 07:58:36 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:36 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`query_resolutions`
2025-11-20 07:58:36 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:36 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`resolution_feedback`
2025-11-20 07:58:36 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:36 | INFO     | sqlalchemy.engine.Engine | _connection_commit_impl | COMMIT
2025-11-20 07:58:36 | INFO     | app.main             | <module>        | Database tables created successfully
2025-11-20 07:58:36 | INFO     | app.main             | <module>        | HSBC AutoAssist API initialized
2025-11-20 07:58:36 | INFO     | app.main             | startup_event   | HSBC AutoAssist API starting up...
2025-11-20 07:58:36 | INFO     | app.main             | startup_event   | CORS origins configured: []
2025-11-20 07:58:36 | INFO     | app.main             | startup_event   | API is ready to serve requests
2025-11-20 07:58:48 | INFO     | root                 | setup_logging   | Logging system initialized successfully
2025-11-20 07:58:48 | INFO     | root                 | setup_logging   | Log files location: /root/Bot/backend/logs
2025-11-20 07:58:48 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT DATABASE()
2025-11-20 07:58:48 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:48 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT @@sql_mode
2025-11-20 07:58:48 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:48 | INFO     | sqlalchemy.engine.Engine | _execute_context | SELECT @@lower_case_table_names
2025-11-20 07:58:48 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:48 | INFO     | sqlalchemy.engine.Engine | _connection_begin_impl | BEGIN (implicit)
2025-11-20 07:58:48 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`users`
2025-11-20 07:58:48 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:48 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`chat_conversations`
2025-11-20 07:58:48 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:48 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`chat_messages`
2025-11-20 07:58:48 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:48 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`query_resolutions`
2025-11-20 07:58:48 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:48 | INFO     | sqlalchemy.engine.Engine | _execute_context | DESCRIBE `hsbc_autoassist`.`resolution_feedback`
2025-11-20 07:58:48 | INFO     | sqlalchemy.engine.Engine | _execute_context | [raw sql] {}
2025-11-20 07:58:48 | INFO     | sqlalchemy.engine.Engine | _connection_commit_impl | COMMIT
